노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
39,차고지 - 차고지,0,차고지,0,0,0,1,2,1,1,2,2,1,1,2,1,0,2,0,1,1,0,0,0,0,0,0,
39,차고지 - 차고지,1,교리초등학교,0,1,1,1,0,1,1,3,1,3,2,1,2,2,5,1,2,2,0,0,0,0,0,0,
39,차고지 - 차고지,2,교리,0,1,0,4,2,2,3,0,3,2,3,2,4,3,1,1,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,3,기장도서관,0,2,0,1,2,1,4,2,4,4,5,2,5,1,3,0,2,2,0,0,0,0,0,0,
39,차고지 - 차고지,4,한신아파트정문,0,0,1,3,3,4,4,2,3,5,2,3,4,0,6,2,0,4,1,0,0,0,0,0,
39,차고지 - 차고지,5,기장지구대,0,0,2,5,1,2,5,4,0,1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,6,기장시장,0,0,2,0,0,0,6,5,8,8,9,5,6,5,6,0,1,0,0,0,0,0,0,0,
39,차고지 - 차고지,7,기장초등학교,0,0,2,6,5,5,4,5,0,9,0,6,0,0,7,1,3,5,0,0,0,0,0,0,
39,차고지 - 차고지,8,기장전화국,0,0,0,7,4,0,7,6,9,10,5,5,4,3,8,2,0,4,0,0,0,0,0,0,
39,차고지 - 차고지,9,아름공원,0,0,4,0,2,2,7,7,4,0,9,4,5,6,4,0,4,0,0,0,0,0,0,0,
39,차고지 - 차고지,10,기장성당,0,1,1,5,3,7,8,5,8,4,6,11,0,10,9,0,4,0,0,0,0,0,0,0,
39,차고지 - 차고지,11,죽성사거리,0,0,3,6,4,0,1,7,9,11,5,14,7,9,11,3,3,0,3,0,0,0,0,0,
39,차고지 - 차고지,12,청강사거리,0,2,6,8,4,7,9,5,10,12,6,17,5,12,10,2,5,3,0,0,0,0,0,0,
39,차고지 - 차고지,13,기장2주공,0,0,2,8,5,6,10,8,0,5,5,19,9,14,14,0,6,0,0,0,0,0,0,0,
39,차고지 - 차고지,14,무곡,0,0,0,7,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,15,청강리공영차고지입구,0,0,1,7,4,6,3,9,0,11,4,0,3,4,0,0,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,16,연화교차로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
39,차고지 - 차고지,17,오신,0,0,0,5,1,0,2,0,8,9,0,19,0,0,5,0,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,18,내리초등학교,0,0,3,8,6,7,0,9,6,11,5,17,8,11,14,2,2,2,4,0,0,0,0,0,
39,차고지 - 차고지,19,내리,0,0,0,7,7,7,0,5,8,0,0,0,7,6,0,4,0,4,0,0,0,0,0,0,
39,차고지 - 차고지,20,당사입구,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,
39,차고지 - 차고지,21,브라보주유소,0,0,0,1,6,0,0,0,0,0,0,0,4,7,0,3,0,0,6,0,0,0,0,0,
39,차고지 - 차고지,22,송정2휴먼시아,0,0,0,5,7,9,4,7,7,10,7,14,6,6,14,3,3,3,0,0,0,0,0,0,
39,차고지 - 차고지,23,동해선송정역,0,1,1,6,2,13,6,7,3,3,8,12,6,10,9,4,2,6,0,0,0,0,0,0,
39,차고지 - 차고지,24,송정해수욕장입구,0,0,0,2,3,12,6,6,10,0,6,10,5,9,11,4,1,4,2,0,0,0,0,0,
39,차고지 - 차고지,25,송정1단지주공,0,0,1,5,5,10,6,6,4,11,9,9,5,8,6,4,1,5,5,0,0,0,0,0,
39,차고지 - 차고지,26,부흥고.해운대백병원,0,0,4,4,3,10,7,5,11,5,8,8,6,7,10,2,3,4,5,0,0,0,0,0,
39,차고지 - 차고지,27,한라아파트,0,0,4,5,4,6,5,8,6,5,0,0,4,5,2,2,0,2,4,0,0,0,0,0,
39,차고지 - 차고지,28,영남아파트,0,1,5,5,5,8,8,7,8,4,7,7,5,7,8,0,4,0,1,0,0,0,0,0,
39,차고지 - 차고지,29,상록아파트,0,2,0,5,4,7,6,0,9,6,4,10,6,9,9,1,2,0,0,0,0,0,0,0,
39,차고지 - 차고지,30,해운대보건소,0,3,0,7,6,9,0,7,0,5,4,7,6,9,4,5,0,0,0,0,0,0,0,0,
39,차고지 - 차고지,31,동백중학교,0,0,5,9,7,9,0,0,10,6,6,8,7,10,0,1,5,0,2,0,0,0,0,0,
