노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
22,남구국민체육센터 - 남구국민체육센터,0,남구국민체육센터,0,0,0,1,0,0,1,1,0,2,4,3,2,5,3,0,0,1,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,1,백운포체육공원,0,1,0,0,0,0,3,1,0,0,2,1,2,6,6,1,0,1,2,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,2,백운포,0,1,0,1,1,0,1,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,3,백운포고개,0,1,2,4,0,0,2,4,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,4,부산성모병원,0,3,4,9,7,1,4,5,1,7,5,5,3,9,7,2,2,2,2,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,5,용호2동주민센터,0,3,7,17,10,6,4,6,2,8,10,7,10,11,8,3,3,0,3,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,6,용호사거리,0,5,9,8,15,7,6,10,5,14,15,11,11,16,11,4,2,0,4,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,7,이기대입구,0,4,10,22,17,8,5,13,4,17,0,11,13,7,12,3,4,3,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,8,용문중학교,0,3,12,25,20,9,4,14,6,21,5,12,13,17,14,5,4,2,6,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,9,남부운전면허시험장,0,4,13,31,22,13,9,20,6,23,16,13,17,15,15,0,4,2,7,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,10,도로교통공단,0,2,12,28,15,14,10,21,9,24,5,14,18,16,18,2,4,1,1,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,11,부경대대연캠퍼스,0,3,11,22,21,14,9,21,8,23,15,16,19,17,18,0,3,3,6,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,12,경성대학교입구,0,2,8,13,10,13,6,12,8,13,10,14,17,15,15,5,4,4,5,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,13,경성대학교,0,0,2,4,10,12,4,13,8,7,1,17,11,14,14,6,4,3,5,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,14,대연역,0,1,7,0,11,12,8,12,7,11,7,7,16,13,12,7,5,0,4,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,15,못골시장,0,2,6,11,10,12,7,10,9,9,5,17,16,13,11,6,3,4,5,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,16,남구청.못골역,0,0,0,12,10,10,6,9,8,9,4,18,16,11,5,5,2,1,5,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,17,대연고개,0,0,0,9,11,5,0,0,4,0,0,16,0,7,4,0,0,0,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,18,지게골역,0,0,5,14,10,9,1,7,0,0,5,5,10,11,4,6,2,0,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,19,문현교차로,0,0,7,15,11,8,4,6,9,8,5,6,14,10,10,1,4,3,6,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,20,자성대,0,2,6,18,12,7,4,5,7,11,4,12,14,9,9,6,4,3,6,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,21,부산진시장,0,1,5,15,8,5,3,4,4,10,4,11,12,8,7,0,3,2,5,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,22,부산진역,0,0,3,8,10,4,4,6,8,8,4,8,7,8,8,4,2,2,4,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,23,고관입구,0,0,0,6,7,4,4,4,9,8,3,6,8,5,8,7,3,0,0,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,24,인창병원,0,0,0,5,6,3,5,3,10,6,0,6,8,3,8,6,2,1,4,0,0,0,0,0,
22,남구국민체육센터 - 남구국민체육센터,25,초량역,0,0,2,3,4,3,6,0,4,5,4,1,4,7,3,5,2,0,0,3,0,0,0,0,
