노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
44,반여3동 - 반여3동,0,반여3동,4,3,4,15,11,3,5,5,5,4,7,4,4,4,3,3,1,1,2,0,0,0,0,0,
44,반여3동 - 반여3동,1,수협장산지점,5,6,7,19,15,8,8,7,8,7,8,7,9,4,4,1,1,0,0,0,0,0,0,0,
44,반여3동 - 반여3동,2,반여2동,7,7,9,22,25,13,12,10,11,8,9,8,12,6,5,2,3,3,3,0,0,0,0,0,
44,반여3동 - 반여3동,3,반여시장입구,0,8,8,24,18,15,10,8,12,10,10,11,13,5,7,5,0,3,0,0,0,0,0,0,
44,반여3동 - 반여3동,4,더샵센텀그린앞,0,9,10,28,29,16,14,14,14,11,12,9,11,7,9,4,2,4,2,0,0,0,0,0,
44,반여3동 - 반여3동,5,재반보건지소,0,3,10,21,25,0,13,5,15,8,10,10,9,0,0,3,1,0,0,0,0,0,0,0,
44,반여3동 - 반여3동,6,재송삼익아파트,7,10,12,22,31,10,7,9,16,12,10,12,12,6,6,9,3,0,0,0,0,0,0,0,
44,반여3동 - 반여3동,7,원동IC교차로,8,9,5,23,28,17,12,15,16,13,15,7,16,7,9,4,0,3,0,0,0,0,0,0,
44,반여3동 - 반여3동,8,부산원동역,0,10,11,28,27,28,11,19,16,16,15,13,16,11,8,10,4,1,0,0,0,0,0,0,
44,반여3동 - 반여3동,9,안락뜨란채삼거리,0,11,11,29,28,28,12,20,19,16,15,12,18,16,11,9,5,1,1,0,0,0,0,0,
44,반여3동 - 반여3동,10,동래한전,0,13,0,20,29,19,14,19,21,17,14,12,17,14,10,8,2,3,3,0,0,0,0,0,
44,반여3동 - 반여3동,11,안락동우체국(동해선안락역),0,7,10,28,29,20,16,21,21,18,16,14,16,18,12,8,1,5,0,0,0,0,0,0,
44,반여3동 - 반여3동,12,낙민역.동래고등학교,0,12,9,29,27,25,14,17,11,20,17,13,14,8,8,7,5,2,3,0,0,0,0,0,
44,반여3동 - 반여3동,13,동래시장,0,10,9,27,26,24,12,14,14,18,17,13,14,17,11,7,3,4,2,0,0,0,0,0,
44,반여3동 - 반여3동,14,수안역.동래교차로,0,7,5,27,27,24,11,8,7,14,11,11,15,17,11,8,4,5,0,0,0,0,0,0,
44,반여3동 - 반여3동,15,메가마트동래점,0,11,10,24,23,18,9,11,11,12,15,13,12,14,13,7,4,4,2,0,0,0,0,0,
44,반여3동 - 반여3동,16,동래역.내성교차로,0,6,9,8,12,7,5,4,7,5,11,13,10,9,9,7,3,3,1,0,0,0,0,0,
44,반여3동 - 반여3동,17,동래럭키아파트,0,4,6,6,13,6,4,7,7,5,10,12,8,6,6,4,0,2,2,0,0,0,0,0,
44,반여3동 - 반여3동,18,미남교차로.미남역,0,3,5,6,7,4,1,8,6,3,8,11,5,7,7,5,1,1,3,0,0,0,0,0,
44,반여3동 - 반여3동,19,반도스카이뷰,0,5,4,1,7,4,5,6,6,5,7,9,5,8,6,5,0,1,3,0,0,0,0,0,
44,반여3동 - 반여3동,20,사직1치안센터,0,6,1,2,7,3,2,6,2,8,7,8,7,4,5,5,2,3,8,0,0,0,0,0,
44,반여3동 - 반여3동,21,사직1동주민센터,0,5,3,4,7,3,4,5,1,4,6,7,5,5,4,3,2,1,0,0,0,0,0,0,
44,반여3동 - 반여3동,22,사직야구장,0,2,4,5,8,2,5,8,5,10,5,5,6,6,8,6,3,5,8,0,0,0,0,0,
44,반여3동 - 반여3동,23,사직운동장,0,4,3,2,6,4,2,4,0,9,4,5,6,6,3,5,5,3,9,0,0,0,0,0,
44,반여3동 - 반여3동,24,창신초등학교,0,2,1,3,8,4,4,7,7,9,3,6,5,7,7,5,4,6,3,0,0,0,0,0,
44,반여3동 - 반여3동,25,거성교차로.종합운동장역,0,2,0,4,9,3,4,6,8,8,0,4,6,4,7,6,0,1,0,2,0,0,0,0,
44,반여3동 - 반여3동,26,법원-검찰청,0,0,5,5,7,5,2,3,3,9,2,6,6,4,10,0,5,4,0,0,0,0,0,0,
44,반여3동 - 반여3동,27,경남아파트,0,0,2,3,8,4,3,5,5,5,7,4,6,5,12,7,0,6,0,0,0,0,0,0,
