노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
56,용당(차고지) - 용당(차고지),0,용당(차고지),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),1,편들마을,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),2,북부마을,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),3,삼용마을,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),4,서창동행정복지센터,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),5,농협은행웅상지점,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),6,개운중.효암고,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),7,새웅상요양병원,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),8,그랜드볼링장,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),9,웅상중앙병원,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),10,명동마을,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),11,웅상문화체육센터입구,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),12,새진흥4차아파트,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),13,서희스타힐스아파트,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),14,웅상출장소.웅상문화체육센터,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),15,진등마을,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),16,주진,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),17,코아루아파트후문,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),18,석천빌라.새진흥8차아파트,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),19,신명사거리,0,0,0,10,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),20,평산동행정복지센터,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),21,평산휴먼시아,0,0,4,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),22,웅상중.여중,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,용당(차고지) - 용당(차고지),23,덕계사거리.덕계동행정복지센터,0,0,5,13,0,4,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
