노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
59,화명차고지 - 화명차고지,0,화명차고지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,1,장원아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,2,대천리중학교,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,3,코오롱아파트,0,8,5,11,15,7,3,13,6,3,3,3,7,5,3,2,3,2,3,0,0,0,0,0,
59,화명차고지 - 화명차고지,4,정화양로원,1,5,0,5,16,0,8,15,7,5,4,3,3,6,4,0,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,5,벽산아파트,0,0,3,12,1,0,5,10,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,6,북구보건소.인도네시아센터,3,5,4,12,18,6,6,15,8,5,2,4,8,6,4,2,2,2,5,0,0,0,0,0,
59,화명차고지 - 화명차고지,7,화신중학교화명역,0,4,3,9,12,6,4,9,5,4,3,4,6,4,4,0,1,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,8,와석,0,5,5,5,10,5,5,6,5,2,9,6,9,6,6,1,1,3,7,0,0,0,0,0,
59,화명차고지 - 화명차고지,9,대림아파트,0,5,3,6,8,6,3,8,6,0,13,0,7,7,4,0,0,4,8,0,0,0,0,0,
59,화명차고지 - 화명차고지,10,북부경찰서,0,6,7,6,12,5,6,10,8,3,14,7,8,8,1,7,3,2,9,0,0,0,0,0,
59,화명차고지 - 화명차고지,11,화명중학교,0,0,0,8,0,4,5,8,10,0,15,8,8,7,0,0,2,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,12,수정역,0,0,0,5,11,6,7,7,9,4,6,6,10,7,5,6,2,3,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,13,수정강변타운후문,0,0,8,10,14,9,8,8,10,0,8,2,11,8,0,0,0,3,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,14,구룡사,0,0,7,9,0,5,0,5,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,15,덕천교차로,0,5,6,10,10,4,7,9,4,7,10,9,9,6,5,1,0,0,8,0,0,0,0,0,
59,화명차고지 - 화명차고지,16,구포시장,0,7,5,5,6,8,8,6,6,6,6,10,6,5,5,4,1,3,5,0,0,0,0,0,
59,화명차고지 - 화명차고지,17,구포역,0,6,6,0,5,2,2,2,0,0,5,11,8,6,6,3,2,1,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,18,북구청,0,7,0,4,4,0,7,3,4,7,3,10,7,5,14,3,0,0,4,0,0,0,0,0,
59,화명차고지 - 화명차고지,19,북부자동차학원,0,8,0,0,4,0,8,0,0,8,0,9,0,6,11,0,1,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,20,모라역,0,0,0,4,5,0,0,5,0,0,2,0,6,4,7,0,3,4,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,21,모라사거리,0,9,6,4,4,0,0,0,0,6,4,10,7,5,8,2,0,3,5,0,0,0,0,0,
59,화명차고지 - 화명차고지,22,부산은행모라동지점,0,0,0,0,3,0,0,0,3,0,4,0,0,6,11,6,4,0,6,0,0,0,0,0,
59,화명차고지 - 화명차고지,23,청소년지원센터모덕역,0,0,0,0,4,3,0,5,0,7,0,0,0,3,2,0,5,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,24,북부면허시험장,0,0,0,0,3,0,0,6,0,0,6,11,0,7,6,8,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,25,덕포역.덕포2동행정복지센터,0,0,0,0,4,3,9,3,4,0,4,0,0,0,0,9,2,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,26,덕포시장,0,10,2,0,4,0,8,4,3,6,5,10,6,4,9,7,1,4,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,27,사상초등학교,0,11,5,4,6,2,9,3,2,4,0,9,6,7,8,6,4,2,1,0,0,0,0,0,
59,화명차고지 - 화명차고지,28,서부시외버스터미널사상역,0,6,2,6,7,2,7,5,5,3,4,8,6,5,7,4,4,1,2,0,0,0,0,0,
59,화명차고지 - 화명차고지,29,신한은행,0,10,0,7,4,1,6,5,1,0,0,7,0,3,0,0,0,0,1,0,0,0,0,0,
59,화명차고지 - 화명차고지,30,감전교회,0,4,0,0,3,1,5,4,0,5,0,0,6,4,8,2,0,5,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,31,감전시장,0,8,0,6,2,0,3,4,8,6,2,0,3,4,5,3,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,32,새벽시장,0,5,1,6,5,3,4,4,0,0,5,0,7,11,6,2,4,4,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,33,대풍주유소,0,4,0,2,4,0,0,4,0,0,2,0,8,15,10,1,5,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,34,학장입구,0,5,2,2,5,0,0,5,3,0,6,6,0,8,12,0,1,4,3,0,0,0,0,0,
59,화명차고지 - 화명차고지,35,사상전화국,0,4,0,0,2,0,0,0,0,0,0,0,0,9,16,2,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,36,부산구치소,0,0,0,1,0,0,0,7,0,0,0,9,0,0,11,3,0,0,1,0,0,0,0,0,
59,화명차고지 - 화명차고지,37,주례사거리,0,0,0,0,4,0,0,0,0,0,0,0,0,8,17,2,0,3,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,38,럭키아파트주례역,0,7,0,3,4,1,3,8,9,5,7,6,10,7,15,5,1,3,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,39,좋은삼선병원,0,0,0,2,1,3,1,2,0,1,8,5,0,6,8,1,0,2,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,40,경남정보대학.냉정역,0,8,3,3,2,0,5,10,10,7,9,6,9,7,14,3,5,0,0,2,0,0,0,0,
59,화명차고지 - 화명차고지,41,냉정고개,0,9,0,4,3,2,6,0,2,0,0,7,0,0,8,2,4,0,2,0,0,0,0,0,
59,화명차고지 - 화명차고지,42,개금삼거리,0,13,4,6,4,3,7,10,11,9,8,8,10,8,12,6,4,2,4,0,0,0,0,0,
59,화명차고지 - 화명차고지,43,동의대학교입구.동의대역,0,14,0,9,0,3,8,0,10,10,0,7,9,10,0,7,0,0,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,44,가야1치안센터,0,16,3,11,7,4,8,3,9,5,7,9,5,11,13,7,0,2,4,0,0,0,0,0,
59,화명차고지 - 화명차고지,45,가야시장.가야역,0,17,3,6,5,0,8,10,8,11,6,9,6,11,12,6,4,4,3,0,0,0,0,0,
59,화명차고지 - 화명차고지,46,CBS방송국,0,0,2,8,0,3,1,0,8,10,5,9,8,11,11,4,3,3,3,0,0,0,0,0,
59,화명차고지 - 화명차고지,47,신암.범천2동행정복지센터,0,0,0,10,0,3,6,0,9,5,6,10,9,12,13,3,0,2,4,0,0,0,0,0,
59,화명차고지 - 화명차고지,48,경남아파트,0,18,4,9,4,4,0,9,6,8,5,10,7,14,5,10,2,0,0,1,0,0,0,0,
59,화명차고지 - 화명차고지,49,범곡교차로,0,17,0,8,6,0,0,2,5,0,2,9,0,14,12,8,1,1,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,50,좌천동가구거리.좌천역,0,0,3,6,4,2,4,1,7,7,4,4,8,16,3,4,4,2,0,0,0,0,0,0,
59,화명차고지 - 화명차고지,51,부산진역,0,0,15,4,5,1,4,0,4,8,1,4,7,11,9,5,2,1,3,0,0,0,0,0,
