노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
7,남부여객(종점) - 남부여객(종점),0,남부여객(종점),0,0,0,1,2,0,2,1,2,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),1,광명고교,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),2,고신대3강의동,0,0,0,0,1,0,0,1,6,11,4,3,6,6,12,4,1,0,2,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),3,고신대학,0,0,1,1,0,2,4,1,9,0,5,5,7,7,13,8,0,2,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),4,절영아파트,0,1,1,2,2,3,3,4,0,14,6,6,5,6,15,2,3,1,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),5,동삼1동행정복지센터,0,2,5,5,6,5,10,8,10,19,9,9,13,6,16,9,6,2,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),6,벽산비치타운,0,0,6,4,8,2,10,12,11,3,11,10,15,7,2,10,0,0,3,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),7,동삼동전화국,0,0,7,7,10,6,11,2,10,21,12,11,18,8,17,11,7,3,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),8,조양아파트,0,2,4,8,11,5,7,16,0,21,16,12,7,10,16,13,9,4,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),9,해동중학교,0,0,4,11,15,7,12,17,14,22,8,14,21,12,22,14,5,1,3,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),10,체육고등학교,0,0,0,4,16,3,14,18,6,8,0,12,12,17,23,4,10,3,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),11,남고교,0,1,6,4,17,4,4,5,7,0,7,13,22,14,27,15,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),12,함지그린아파트,0,3,7,12,9,8,9,4,11,29,9,16,0,16,0,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),13,75광장,0,3,5,9,19,10,5,6,15,30,10,16,14,18,29,15,13,3,5,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),14,함지골수련원,0,0,8,0,0,0,0,4,0,0,10,0,0,0,30,7,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),15,백련사,0,0,0,0,10,0,0,7,0,0,0,18,23,13,0,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),16,영선아파트,0,2,0,0,20,0,4,8,0,9,11,18,18,22,31,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),17,흰여울문화마을,0,2,0,0,21,11,9,17,14,28,17,18,18,22,12,15,0,2,4,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),18,부산보건고등학교,0,4,6,13,16,12,2,8,18,27,16,20,32,22,31,6,13,6,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),19,영선위교차로,0,4,6,14,8,11,8,13,19,26,17,18,33,14,30,16,12,1,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),20,영선아랫교차로,0,6,7,11,0,13,6,14,22,27,16,19,32,23,32,15,11,1,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),21,남항동,0,4,6,14,7,14,7,10,22,27,10,11,34,26,37,14,10,2,4,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),22,대교사거리,0,3,7,9,22,15,8,13,23,0,13,18,32,24,36,16,9,7,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),23,영도경찰서,0,6,6,10,19,12,7,12,19,15,24,19,31,17,32,14,0,6,3,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),24,영도대교.남포역,0,3,2,7,6,5,5,4,6,4,7,9,15,6,15,5,8,4,1,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),25,남포동,0,1,2,5,4,2,3,2,3,2,5,4,6,4,6,5,7,4,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),26,자갈치역.충무동교차로,0,0,3,4,2,1,2,2,3,3,3,3,2,4,5,6,3,2,1,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),27,남부민시장입구,0,1,3,5,2,2,1,0,4,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),28,남부민초등학교,0,0,0,6,0,0,2,3,3,2,2,1,0,5,4,1,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),29,천마우편취급국,0,0,0,0,0,0,0,2,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),30,남부민2동주민센터,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),31,부산관광고교,0,2,0,5,3,1,1,0,0,1,0,3,1,5,3,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),32,신익아파트,0,0,0,0,1,0,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),33,송도초등학교,0,3,2,4,2,2,2,5,2,2,4,2,0,5,1,6,0,0,2,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),34,송도해수욕장,0,2,0,2,2,1,4,4,2,0,3,1,3,6,2,5,3,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),35,송도공영주차장,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),36,혜성아파트,0,1,0,1,0,0,1,0,0,0,0,1,1,5,0,2,2,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),37,현대아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),38,휴게소,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),39,암남공원,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),40,모지포마을입구,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),41,모지포마을,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,남부여객(종점) - 남부여객(종점),42,성진수산,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
