노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
50,기점 - 기점,0,기점,0,2,1,9,3,3,2,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,
50,기점 - 기점,1,봉우아파트,0,6,2,14,9,11,6,9,6,4,5,4,3,2,1,2,0,2,0,0,0,0,0,0,
50,기점 - 기점,2,태원아파트정문,2,5,4,19,15,15,10,14,8,7,7,0,4,6,3,4,0,0,0,0,0,0,0,0,
50,기점 - 기점,3,태원아파트후문,0,0,7,16,16,10,10,15,6,9,8,5,6,2,0,5,0,0,1,0,0,0,0,0,
50,기점 - 기점,4,새진흥7차입구,3,2,9,20,17,17,12,11,10,8,3,4,9,4,8,4,1,4,0,0,0,0,0,0,
50,기점 - 기점,5,평산농협,5,7,10,20,15,18,11,14,12,11,10,6,12,5,9,5,0,4,0,0,0,0,0,0,
50,기점 - 기점,6,신명마을,0,3,11,21,0,15,13,14,13,12,11,0,8,7,11,6,0,5,2,0,0,0,0,0,
50,기점 - 기점,7,덕계마을,5,7,12,20,19,19,14,15,13,13,12,7,16,10,7,7,2,5,1,0,0,0,0,0,
50,기점 - 기점,8,덕계사거리,6,9,12,22,19,18,17,18,14,13,16,7,14,9,17,10,3,4,2,0,0,0,0,0,
50,기점 - 기점,9,덕계메가마트,0,11,14,24,15,14,18,18,13,0,19,10,14,10,20,11,3,6,0,0,0,0,0,0,
50,기점 - 기점,10,동일2차아파트,8,6,9,21,20,17,13,16,14,0,18,12,16,7,5,10,3,0,0,0,0,0,0,0,
50,기점 - 기점,11,덕계상설시장,10,13,13,25,19,19,15,16,15,18,18,13,20,11,22,11,5,7,4,0,0,0,0,0,
50,기점 - 기점,12,월평고개,0,0,0,0,20,16,14,0,0,12,19,0,21,0,0,0,4,0,0,0,0,0,0,0,
50,기점 - 기점,13,월평교차로,0,11,0,24,21,17,0,17,0,17,18,6,20,12,10,11,0,0,0,0,0,0,0,0,
50,기점 - 기점,14,임곡,0,0,0,0,0,0,0,0,16,18,19,0,0,5,0,0,4,0,0,0,0,0,0,0,
50,기점 - 기점,15,개곡,0,0,0,22,0,0,0,0,0,14,14,7,5,13,0,0,3,0,0,0,0,0,0,0,
50,기점 - 기점,16,창기,0,0,0,3,19,5,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,17,임기,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,18,영천초등학교,0,12,15,0,21,0,0,18,0,19,0,10,0,6,22,0,0,3,0,0,0,0,0,0,
50,기점 - 기점,19,동면우체국,0,14,0,4,22,0,0,19,16,16,14,0,10,6,19,14,0,0,0,0,0,0,0,0,
50,기점 - 기점,20,두구동입구,0,0,14,0,0,18,0,19,0,18,0,12,22,0,23,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,21,금정체육공원입구,0,11,12,19,21,17,18,20,14,16,15,13,21,11,24,11,0,0,0,0,0,0,0,0,
50,기점 - 기점,22,부산종합터미널(노포역),0,10,8,8,15,13,13,16,12,12,14,9,13,6,8,6,6,4,0,0,0,0,0,0,
50,기점 - 기점,23,노포삼거리,0,9,7,0,10,5,12,8,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
50,기점 - 기점,24,범어사역,0,4,4,4,10,8,10,12,8,11,11,6,10,4,8,3,6,2,0,0,0,0,0,0,
50,기점 - 기점,25,팔송,0,3,0,6,11,10,12,11,8,14,9,6,9,5,10,5,7,0,0,0,0,0,0,0,
50,기점 - 기점,26,침례병원남산역,0,2,5,5,11,9,11,8,9,15,10,7,8,5,11,2,0,2,2,0,0,0,0,0,
50,기점 - 기점,27,남산프라자,0,4,0,0,0,10,10,9,9,16,0,0,0,7,9,1,0,2,3,0,0,0,0,0,
50,기점 - 기점,28,두실역,0,3,4,6,11,8,11,7,10,5,11,8,5,7,10,5,0,3,0,0,0,0,0,0,
50,기점 - 기점,29,행림병원,0,0,5,3,12,7,11,8,0,17,11,0,10,7,10,3,0,0,0,0,0,0,0,0,
50,기점 - 기점,30,태광산업.구서역,0,0,4,0,5,6,7,7,9,17,10,12,3,9,10,4,8,2,4,0,0,0,0,0,
50,기점 - 기점,31,금정구청.부산가톨릭대,0,0,4,6,11,11,13,10,9,18,10,13,20,12,9,6,6,0,7,0,0,0,0,0,
50,기점 - 기점,32,윤산터널입구,0,0,0,6,6,12,12,11,11,17,11,11,20,9,9,4,6,0,8,0,0,0,0,0,
50,기점 - 기점,33,경남한신아파트,0,0,0,0,7,13,8,14,0,7,10,11,3,13,0,5,7,0,9,0,0,0,0,0,
50,기점 - 기점,34,금정세무서,0,0,3,5,6,15,9,14,11,13,12,10,18,14,12,3,7,6,0,0,0,0,0,0,
50,기점 - 기점,35,부곡시장,0,0,6,7,6,13,8,14,16,7,13,12,20,14,12,7,9,6,11,0,0,0,0,0,
50,기점 - 기점,36,부산정보관광고,0,1,5,6,2,14,8,12,14,11,9,12,21,15,10,9,0,5,10,0,0,0,0,0,
50,기점 - 기점,37,부곡사동주민센터.온천장역,0,0,3,3,5,12,7,10,12,9,7,14,20,14,9,8,8,3,7,0,0,0,0,0,
50,기점 - 기점,38,동해중학교,0,4,4,0,2,10,8,9,0,3,6,14,19,15,0,9,0,0,0,0,0,0,0,0,
50,기점 - 기점,39,온천입구,0,0,0,2,0,11,7,8,4,9,0,7,17,14,5,3,6,0,8,0,0,0,0,0,
50,기점 - 기점,40,동래구노인복지관,0,0,5,2,0,0,9,0,0,5,8,8,20,13,8,1,0,0,0,0,0,0,0,0,
50,기점 - 기점,41,동래우체국,0,3,2,4,0,10,6,8,13,6,11,10,18,12,9,4,4,3,7,0,0,0,0,0,
50,기점 - 기점,42,부산지방기상청,0,0,0,0,0,9,7,7,14,3,12,15,17,9,10,3,3,2,2,0,0,0,0,0,
50,기점 - 기점,43,동래전화국,0,0,4,1,1,8,5,6,7,4,9,10,11,7,6,5,3,1,6,0,0,0,0,0,
50,기점 - 기점,44,메가마트동래점,0,2,3,3,1,5,4,4,4,3,6,7,8,2,5,3,5,0,4,0,0,0,0,0,
50,기점 - 기점,45,동래역.내성교차로,0,0,2,0,0,4,3,2,3,2,5,6,7,3,4,4,6,3,3,0,0,0,0,0,
50,기점 - 기점,46,동래럭키아파트,0,1,0,0,2,3,2,2,2,3,4,6,5,0,4,2,0,0,3,0,0,0,0,0,
50,기점 - 기점,47,미남역.반도스카이뷰,0,0,1,0,2,4,2,2,1,4,4,4,5,3,5,3,3,2,2,0,0,0,0,0,
50,기점 - 기점,48,사직1치안센터,0,0,0,0,1,2,0,1,3,0,2,4,3,2,0,2,0,1,0,0,0,0,0,0,
50,기점 - 기점,49,사직사거리,0,0,0,0,0,0,1,0,2,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,
50,기점 - 기점,50,쌍용예가입구,0,0,0,2,1,2,4,3,1,2,2,3,1,3,0,0,1,1,1,0,0,0,0,0,
50,기점 - 기점,51,사직야구장,0,0,0,0,0,0,0,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,52,사직운동장,0,0,0,0,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,53,창신초등학교,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,54,거성교차로.종합운동장역,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,55,법원검찰청정문,0,0,0,0,0,1,3,1,1,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,
50,기점 - 기점,56,법원후문,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,57,거제리대조연립,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,58,남문초.연제우체국,0,0,1,0,1,0,0,4,2,2,0,6,0,3,0,0,1,0,0,0,0,0,0,0,
50,기점 - 기점,59,현대쌍용아파트,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,
50,기점 - 기점,60,사직운동장,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,
50,기점 - 기점,61,사직야구장,0,0,2,0,1,0,0,5,2,0,0,5,3,5,1,0,1,0,0,0,0,0,0,0,
50,기점 - 기점,62,쌍용예가입구,0,2,3,8,8,3,4,0,4,3,4,6,3,7,5,5,2,7,1,2,0,0,0,0,
50,기점 - 기점,63,사직사거리,0,0,0,4,9,0,4,0,5,9,0,2,4,6,6,6,3,1,0,0,0,0,0,0,
50,기점 - 기점,64,사직1치안센터,0,0,3,7,9,2,4,0,6,6,4,5,5,6,7,5,3,2,0,0,0,0,0,0,
50,기점 - 기점,65,미남역.반도스카이뷰,0,1,2,2,3,2,2,4,5,3,6,4,3,5,4,6,2,6,0,1,0,0,0,0,
50,기점 - 기점,66,광혜병원,0,0,0,3,2,1,3,0,6,4,2,5,2,0,0,4,0,5,0,0,0,0,0,0,
