노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
6,남부여객(종점) - 남부여객(종점),0,남부여객(종점),0,0,0,1,1,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),1,광명고교,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),2,고신대3강의동,0,0,0,0,0,0,0,1,3,2,0,4,1,1,4,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),3,고신대학,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),4,절영아파트,0,1,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),5,동삼1동행정복지센터,3,0,0,2,1,1,4,1,1,2,1,2,2,3,0,1,4,2,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),6,벽산비치타운,0,0,0,1,2,1,0,1,1,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),7,푸른어린이공원,0,0,0,0,1,3,0,0,2,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),8,영도여고,5,0,0,0,0,1,1,1,2,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),9,절영복지회관,0,0,1,1,4,0,3,2,3,5,1,1,3,0,0,2,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),10,반도보라아파트,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),11,75광장,0,0,0,0,5,2,3,1,5,8,1,0,7,3,4,1,0,2,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),12,함지골수련원,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),13,백련사,0,0,0,0,1,0,4,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),14,영선아파트,0,0,0,0,0,0,0,1,4,3,2,1,8,0,0,2,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),15,흰여울문화마을,0,2,0,1,2,2,3,1,3,7,2,2,5,5,2,1,0,1,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),16,신선중학교,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),17,신선동주민센터,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),18,남도여중,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),19,외나무약국,0,0,0,0,0,0,0,0,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),20,영도배수지,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),21,삼거리이용원,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),22,덕수탕,0,2,1,1,1,1,1,1,0,7,1,1,4,2,0,0,1,1,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),23,봉래동,0,1,2,2,3,2,3,2,2,4,1,3,4,1,4,0,5,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),24,덕수탕,0,0,0,2,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),25,영도배수지,0,3,2,3,5,5,2,3,1,0,0,5,0,0,2,3,1,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),26,외나무약국,0,0,0,4,4,2,3,2,1,4,2,7,7,2,0,0,0,1,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),27,남도여중,0,0,0,5,8,6,0,0,3,0,3,11,8,2,6,0,0,2,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),28,신선동주민센터,0,0,2,5,6,3,4,1,2,0,0,5,4,2,3,0,2,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),29,신선중학교,0,1,0,3,4,4,4,0,4,0,4,12,5,0,5,0,0,0,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),30,흰여울문화마을,0,0,3,4,7,0,5,4,5,6,7,17,14,4,4,4,4,1,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),31,부산보건고등학교,0,2,4,7,10,9,8,4,6,9,10,9,19,14,10,7,0,3,1,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),32,영선위교차로,0,3,5,8,13,8,9,6,7,8,16,20,20,16,6,4,7,3,2,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),33,영선아랫교차로,0,3,6,11,16,11,12,7,7,9,11,21,25,21,11,1,8,2,4,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),34,남항동,0,4,6,0,9,11,13,8,9,11,17,11,26,22,12,5,0,2,4,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),35,영도전화국,0,3,5,12,18,12,14,9,5,12,16,23,26,27,16,9,0,4,0,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),36,영도경찰서,0,4,6,12,15,10,17,7,10,12,15,25,24,28,17,6,7,2,3,0,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),37,영도대교.남포역,0,1,5,9,7,5,10,8,6,9,13,12,16,12,8,7,7,2,2,2,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),38,남포동,0,1,4,3,5,4,4,5,8,9,9,13,11,8,6,7,4,1,3,4,0,0,0,0,
6,남부여객(종점) - 남부여객(종점),39,충무동교차로,0,4,3,8,5,4,4,7,7,12,10,12,10,6,6,6,3,3,4,0,0,0,0,0,
